"User Id",Name,Username,"Twitter Joined Date (UTC)","Verified or Non-Verified",Bio,Location,Website,"Tweets Count","Following Count","Followers Count","Lists Count","Likes Count","Profile URL","Profile Picture URL","Protected or Not Protected","Last Tweet Date (UTC)"
"""39364684""","christine teigen",chrissyteigen,"2009-05-11 22:50:04",Verified,"""de-motivational speaker""","everywhere like such as",https://t.co/tAkRWUl9fS,67880,5018,11450179,11024,34129,https://twitter.com/chrissyteigen,https://pbs.twimg.com/profile_images/680889019073454080/GMxn5fuf_normal.jpg,"Not Protected","2019-08-21 17:24:49"
"""1923827275""","Skip Marley",SkipMarley,"2013-10-01 15:34:20",Verified,"""love...love....

Find my latest projects here 😁👉🏿 https://t.co/tPsyTiTMHJ""","My Home is in My Head",https://t.co/vEv9Y03CsX,1387,96,32882,129,266,https://twitter.com/SkipMarley,https://pbs.twimg.com/profile_images/1118001163499184130/EhOjsGOl_normal.png,"Not Protected","2019-08-21 16:00:00"
"""29417304""",deray,deray,"2009-04-07 09:38:56",Verified,"""I will never betray my heart. Activist. Organizer. Educator. @PodSaveThePpl. Author, On The Other Side of Freedom. IG: iamderay (deray@thisisthemovement.org)""",Wakanda,https://t.co/xXkdEPyxGQ,237712,917,1040816,8631,53191,https://twitter.com/deray,https://pbs.twimg.com/profile_images/1053796590736101377/hHfBSzZg_normal.jpg,"Not Protected","2019-08-22 09:35:39"
"""531561605""","America Ferrera",AmericaFerrera,"2012-03-20 19:22:36",Verified,"""actress/producer/director/triathlete/dog-lover/activist/American/Honduran/gluten-free. 100% human.""",,,3306,363,232864,1419,5515,https://twitter.com/AmericaFerrera,https://pbs.twimg.com/profile_images/862516030995927041/8iBYyIc7_normal.jpg,"Not Protected","2019-08-16 17:46:31"
"""796974685288157184""",Harness,iwillharness,"2016-11-11 07:15:46",Non-Verified,"""#IWillHarness my energy to power change.""",,https://t.co/xQ4sW1InRr,4360,263,5162,37,1356,https://twitter.com/iwillharness,https://pbs.twimg.com/profile_images/907319438965325824/H5DIa0RK_normal.jpg,"Not Protected","2019-08-22 01:24:00"
"""784152188092190720""","Katy Perry Shoes",kpcollections,"2016-10-06 22:03:45",Non-Verified,"""KATY PERRY COLLECTIONS: Shoes that turn heads, stop traffic, start conversations.  Designed by Katy Perry. #katyperryshoes""",,,1917,28,20283,32,3677,https://twitter.com/kpcollections,https://pbs.twimg.com/profile_images/1140751984011747329/uwae-71z_normal.png,"Not Protected","2019-08-21 18:00:37"
"""88749392""","Judd Apatow",JuddApatow,"2009-11-09 20:16:05",Verified,"""""",,,79664,1227,2368286,12011,32156,https://twitter.com/JuddApatow,https://pbs.twimg.com/profile_images/2189158656/image_normal.jpg,"Not Protected","2019-08-22 09:55:44"
"""800942537083068416""","Women's March",womensmarch,"2016-11-22 06:02:36",Verified,"""Organizing for the #WomensAgenda: A federal policy platform created by women and for ALL people. It’s a roadmap for our movements in 2019 and beyond.""","Washington, D.C.",https://t.co/zTyvsU8gUv,25987,723,638248,4073,20672,https://twitter.com/womensmarch,https://pbs.twimg.com/profile_images/1146646310885515265/k_wye64H_normal.jpg,"Not Protected","2019-08-22 00:36:34"
"""20225875""",i-D,i_D,"2009-02-06 09:43:22",Verified,"""The original fashion and style bible.""",🌍,https://t.co/HzaSFGpWnS,102434,591,1578110,9477,2079,https://twitter.com/i_D,https://pbs.twimg.com/profile_images/920318562467708928/2SA_FmrH_normal.jpg,"Not Protected","2019-08-22 09:47:09"
"""1917826916""","Maggie Rogers",maggierogers,"2013-09-29 18:33:14",Verified,"""movement/feelings""",,https://t.co/FiVtvKuuPf,5166,903,98428,371,23828,https://twitter.com/maggierogers,https://pbs.twimg.com/profile_images/1113210711247814657/AQfzQCj6_normal.png,"Not Protected","2019-08-20 13:00:37"
"""15808765""","Cory Booker",CoryBooker,"2008-08-11 14:41:16",Verified,"""U.S. senator from New Jersey and Democratic candidate for president. Most tweets (and typos) are mine, some are my team’s.""","Newark, NJ",https://t.co/4F50lUTrMs,64207,92410,4340348,19246,166,https://twitter.com/CoryBooker,https://pbs.twimg.com/profile_images/1091308075041079297/Yz_PLR20_normal.jpg,"Not Protected","2019-08-22 02:31:53"
"""29442313""","Bernie Sanders",SenSanders,"2009-04-07 13:02:35",Verified,"""U.S. Senator Bernie Sanders of Vermont is the longest-serving independent in congressional history.""",Vermont/DC,http://t.co/8AS4FI1oge,20499,2163,8554190,27199,183,https://twitter.com/SenSanders,https://pbs.twimg.com/profile_images/794619281271033856/Fs0QQaH7_normal.jpg,"Not Protected","2019-08-21 18:56:04"
"""970207298""","Elizabeth Warren",SenWarren,"2012-11-25 15:14:27",Verified,"""U.S. Senator, Massachusetts. She/her/hers. Official Senate account.""",,http://t.co/wsbNrrUt,4577,493,5274276,16908,10,https://twitter.com/SenWarren,https://pbs.twimg.com/profile_images/722044174799777792/bXaodRhx_normal.jpg,"Not Protected","2019-08-21 22:30:04"
"""71350663""","Jenni Konner",JenniKonner,"2009-09-03 20:27:57",Verified,"""I can tell you when she will die, and what will happen to her family. I love that about me! --also i write, direct and ep #Girls on HBO. co-founder Lenny Letter""",,,7024,1157,98131,732,11136,https://twitter.com/JenniKonner,https://pbs.twimg.com/profile_images/727594854591700993/QYeYmnSC_normal.jpg,"Not Protected","2019-05-25 17:56:26"
"""139162440""","Patton Oswalt",pattonoswalt,"2010-05-01 19:00:10",Verified,"""AP Bio on NBC Thursdays at 8:30pm/7:30c ANNIHILATION streaming now on Netflix. IG: pattonoswalt""","Los Angeles",https://t.co/P3o059JEer,42015,3446,4517757,27047,32297,https://twitter.com/pattonoswalt,https://pbs.twimg.com/profile_images/948289341322702853/gAHQK9vY_normal.jpg,"Not Protected","2019-08-22 03:16:50"
"""131497030""","Van Jones",VanJones68,"2010-04-10 12:59:58",Verified,"""DAD ... CEO: @REFORM ... @CNN HOST: #VanJonesShow &amp; #RedemptionProject ... AUTHOR: Beyond The Messy Truth https://t.co/4iWXyNbkZQ""","United States",https://t.co/RpJoxA42E2,36584,10234,836829,8315,24478,https://twitter.com/VanJones68,https://pbs.twimg.com/profile_images/1158972442515267584/15eAHO-m_normal.jpg,"Not Protected","2019-08-20 17:55:35"
"""15956067""","Jose Antonio Vargas",joseiswriting,"2008-08-23 11:18:35",Verified,"""Founder, @DefineAmerican. Journalist, filmmaker, co-producer of @constitutionbwy. Author of bestselling book &quot;Dear America: Notes of an Undocumented Citizen.&quot;""","United States",https://t.co/yO3UM8BX16,44476,18861,106527,2593,20777,https://twitter.com/joseiswriting,https://pbs.twimg.com/profile_images/953348158112768000/-6ZhOAG1_normal.jpg,"Not Protected","2019-08-21 21:28:11"
"""30354991""","Kamala Harris",KamalaHarris,"2009-04-11 00:42:07",Verified,"""U.S. Senator and candidate for president. Wife, Momala, Auntie. Fighting for the people. No corporate PACs, just people like you. Text JOIN to 70785 to join us.""",California,http://t.co/IbL01p7pYJ,11786,724,3067482,13282,295,https://twitter.com/KamalaHarris,https://pbs.twimg.com/profile_images/1093306247766515712/MBaqSY2M_normal.jpg,"Not Protected","2019-08-22 01:28:21"
"""13298072""",Tesla,Tesla,"2008-02-10 01:12:32",Verified,"""Electric cars, giant batteries and solar""",,https://t.co/MxFwoUXrrG,7472,76,4073277,13550,3224,https://twitter.com/Tesla,https://pbs.twimg.com/profile_images/489192650474414080/4RxZxsud_normal.png,"Not Protected","2019-08-21 14:49:01"
"""45709328""",h,halsey,"2009-06-08 23:58:35",Verified,"""NIGHTMARE OUT NOW""",,https://t.co/4rKhtlhect,14555,2995,11552344,9461,5045,https://twitter.com/halsey,https://pbs.twimg.com/profile_images/1153758336233246720/XmMtsEAx_normal.jpg,"Not Protected","2019-08-20 04:57:05"
"""15251613""","Peter Robinson",Popjustice,"2008-06-27 04:08:08",Verified,"""Pop music should sometimes be lowbrow. peter.robinson@popjustice.com. https://t.co/eGIZj3VE6Y""","The song is written in the key of A Major, with Jepsen's vocals spanning two octaves",https://t.co/cn1DDBlz09,90558,1696,233803,2537,3690,https://twitter.com/Popjustice,https://pbs.twimg.com/profile_images/1093509055866462208/l9c-XHT9_normal.jpg,"Not Protected","2019-08-21 16:51:55"
"""17565514""","shonda rhimes",shondarhimes,"2008-11-23 00:06:22",Verified,"""&quot;What will you do instead?&quot; &quot;WHATEVER I WANT.&quot; TED Talk: https://t.co/5umN1SrWYs, checkout https://t.co/b2ER8LcF6e""",shondaland,https://t.co/b2ER8LcF6e,21532,1526,1838057,8709,2991,https://twitter.com/shondarhimes,https://pbs.twimg.com/profile_images/1050183209835626496/SKS1oHAv_normal.jpg,"Not Protected","2019-08-21 18:35:04"
"""174110843""","Jon Lovett",jonlovett,"2010-08-03 03:41:01",Verified,"""@podsaveamerica on HBO and not on HBO, Lovett or Leave It, founder of @crookedmedia, former presidential speechwriter. Mostly water.""",,https://t.co/dZmbRJOcgu,23365,1388,686521,6267,5932,https://twitter.com/jonlovett,https://pbs.twimg.com/profile_images/1137461715040382981/Jw_02yUF_normal.jpg,"Not Protected","2019-08-21 18:41:54"
"""124003770""",Cher,cher,"2010-03-17 23:05:55",Verified,"""Stand &amp; B Counted or Sit &amp; B Nothing. Don't Litter,Chew Gum,Walk Past Homeless PPL w/out Smile.DOESNT MATTER in 5 yrs IT DOESNT MATTER THERE'S ONLY LOVE&amp;FEAR""","Malibu, California",https://t.co/hxTD7YMPi5,29626,194,3711632,13164,1609,https://twitter.com/cher,https://pbs.twimg.com/profile_images/1027665679254794241/mb4MBRUR_normal.jpg,"Not Protected","2019-08-21 20:51:03"
"""19877186""","Chelsea Handler",chelseahandler,"2009-02-01 21:13:36",Verified,"""Comedian, TV personality, Activist and Psychic. #1 NYT Best Seller - LIFE WILL BE THE DEATH OF ME🍊 New iHeart Podcast every Thursday | Stand-Up Comedy Tour👇🏼""","Los Angeles, CA",https://t.co/MtOoZu3wBs,10833,527,8251431,33872,6829,https://twitter.com/chelseahandler,https://pbs.twimg.com/profile_images/761327329347907584/uNWp9-QU_normal.jpg,"Not Protected","2019-08-21 22:02:13"
"""44196397""","Elon Musk",elonmusk,"2009-06-02 20:12:29",Verified,"""""",,,8539,76,27912149,51049,3675,https://twitter.com/elonmusk,https://pbs.twimg.com/profile_images/1163869972633808897/EPuBFf_K_normal.jpg,"Not Protected","2019-08-21 19:03:48"
"""139823781""","Bette Midler",BetteMidler,"2010-05-03 20:00:36",Verified,"""In Mourning.""","New York, NY",https://t.co/7ODxSaxuTE,10780,71,1720480,8588,553,https://twitter.com/BetteMidler,https://pbs.twimg.com/profile_images/1159217941935742984/Rdz7wvcy_normal.jpg,"Not Protected","2019-08-21 23:54:53"
"""30602016""","jesse Williams.",iJesseWilliams,"2009-04-12 04:37:25",Verified,"""Maker. FormerTeacher. Co-founder: @EbrojiApp Cohost: @OpenRun Board: @MyScholly @Adv_Project &amp; @Sankofa ExecProd: @QuestionBridge | @BLeBRiTYgame ‼️""",abolitionist,https://t.co/SblApTDCFc,20413,3512,2341105,6124,5855,https://twitter.com/iJesseWilliams,https://pbs.twimg.com/profile_images/1054958715001073664/qsCen305_normal.jpg,"Not Protected","2019-08-22 00:15:06"
"""34243876""",blackout,iguyfantastico,"2009-04-22 11:19:26",Non-Verified,"""""",,,4204,12,3402,18,14340,https://twitter.com/iguyfantastico,https://pbs.twimg.com/profile_images/1104482594362716160/jxznsbvf_normal.jpg,Protected,
"""46751744""","Fenton Null",UNDEADTRESOR,"2009-06-12 21:21:05",Non-Verified,"""Favstar""",,,24155,1312,48135,1942,126520,https://twitter.com/UNDEADTRESOR,https://pbs.twimg.com/profile_images/497221254169247744/AvDMOxS-_normal.jpeg,"Not Protected","2019-07-27 22:02:55"
"""87215756""","Jack Garratt",JackGarratt,"2009-11-03 15:36:43",Verified,"""Official Liam Cunningham appreciation account""",,https://t.co/KOYMYQMDtJ,11392,496,74132,318,3619,https://twitter.com/JackGarratt,https://pbs.twimg.com/profile_images/839147236613373962/2w7wgzWN_normal.jpg,"Not Protected","2019-08-22 03:52:41"
